"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH","ELEV(M)"
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-28,2019,4,28,118,11.8,24,8.4,24,1016.8,24,10.6,24,NA,0,2.3,24,3.6,NA,16.3,NA,9,NA,0.51,"G",NA,0,0,0,0,0,0,1.1,1.4,79.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-29,2019,4,29,119,11.2,23,6.4,23,1022.8,23,16.6,23,NA,0,3.1,23,5.7,NA,15.2,NA,6,"*",1.27,"G",NA,0,0,0,0,0,0,1,1.3,72.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-04-30,2019,4,30,120,13.2,24,5.8,24,1019.5,24,13.3,24,NA,0,3,24,5.7,NA,21,NA,4.6,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.5,60.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-01,2019,5,1,121,9.1,23,6.8,23,1011,23,4.8,23,NA,0,6.8,23,8.8,NA,16.8,NA,7.6,NA,0,"G",NA,0,0,0,0,0,0,1,1.2,85.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-02,2019,5,2,122,8.3,23,2.9,23,1001.9,23,995.7,23,NA,0,7.8,23,10.3,NA,11.7,NA,5.1,"*",0,"G",NA,0,0,0,0,0,0,0.8,1.1,68.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-03,2019,5,3,123,4.9,23,0.6,23,1004,23,997.7,23,NA,0,5.4,23,8.8,NA,9.6,NA,1.6,"*",0,"G",NA,0,0,0,0,0,0,0.6,0.9,73.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-04,2019,5,4,124,4.3,24,-0.7,24,1006.4,24,0.1,24,NA,0,4.3,24,7.7,NA,8.2,NA,0.9,NA,1.78,"G",NA,0,0,0,0,0,0,0.6,0.8,70,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-05,2019,5,5,125,6.6,23,0.5,23,1014.2,23,7.9,23,NA,0,4.4,23,6.2,NA,12.2,NA,0.8,NA,0,"G",NA,0,0,0,0,0,0,0.6,1,65.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-06,2019,5,6,126,6.4,24,1.1,24,1012.8,24,6.5,24,NA,0,5.7,24,10.3,NA,10.1,NA,3.5,"*",0.51,"G",NA,0,0,0,0,0,0,0.7,1,68.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-07,2019,5,7,127,6.2,24,0.1,24,1014.3,24,8.1,24,NA,0,4.6,24,7.2,NA,10.2,NA,1.8,NA,0.51,"G",NA,0,0,0,0,0,0,0.6,0.9,65,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-08,2019,5,8,128,8.5,24,3.9,24,1006,24,999.8,24,NA,0,3.1,24,4.6,NA,12.8,NA,3.2,NA,2.54,"G",NA,0,0,0,0,0,0,0.8,1.1,72.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-09,2019,5,9,129,11.6,24,8.1,24,998,24,991.9,24,NA,0,2.9,24,5.1,NA,15.8,NA,8.7,NA,5.59,"G",NA,0,0,0,0,0,0,1.1,1.4,79.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-10,2019,5,10,130,9.1,24,6.1,24,1005.9,24,999.7,24,NA,0,3.5,24,6.2,NA,13.4,NA,3.6,"*",1.02,"G",NA,0,0,0,0,0,0,0.9,1.2,81.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-11,2019,5,11,131,8.1,24,1.3,24,1016.2,24,9.9,24,NA,0,3.4,24,5.7,NA,14.1,NA,1.5,NA,0.25,"G",NA,0,0,0,0,0,0,0.7,1.1,62.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-12,2019,5,12,132,8.1,21,1.1,21,1028.9,21,22.6,21,NA,0,4.3,21,6.7,NA,15,NA,2.9,NA,0,"G",NA,0,0,0,0,0,0,0.7,1.1,61.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-13,2019,5,13,133,8.2,23,1.1,23,1036.6,23,30.2,23,NA,0,3.9,23,6.7,NA,13.5,NA,2.4,"*",0,"G",NA,0,0,0,0,0,0,0.7,1.1,60.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-14,2019,5,14,134,8.4,23,0.2,23,1035.2,23,28.8,23,NA,0,2,23,3.6,NA,13.4,NA,2.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,1.1,56.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-15,2019,5,15,135,9.5,24,2.1,24,1029.7,24,23.3,24,NA,0,2,24,5.1,NA,15,NA,0.9,NA,0,"G",NA,0,0,0,0,0,0,0.7,1.2,59.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-16,2019,5,16,136,10.6,23,4.8,23,1022.6,23,16.4,23,NA,0,3.2,23,6.2,NA,16.7,NA,3,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.3,67.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-17,2019,5,17,137,10.3,24,8.4,24,1013.9,24,7.7,24,NA,0,3.5,24,5.1,NA,13.6,NA,9.1,"*",0,"G",NA,0,0,0,0,0,0,1.1,1.3,88,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-18,2019,5,18,138,12.9,23,10.8,23,1011,23,4.9,23,NA,0,3.5,23,5.1,NA,19.2,NA,8.6,NA,3.05,"G",NA,0,0,0,0,0,0,1.3,1.5,87.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-19,2019,5,19,139,13.9,23,12.7,23,1009.5,23,3.5,23,NA,0,2.9,23,4.6,NA,18.4,NA,10.7,"*",0,"G",NA,0,0,0,0,0,0,1.5,1.6,92.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-20,2019,5,20,140,15.9,23,12.9,23,1007.6,23,1.5,23,NA,0,2.4,23,3.6,NA,20.9,NA,10.1,NA,0,"G",NA,0,0,0,0,0,0,1.5,1.8,82.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-21,2019,5,21,141,15.4,24,14.3,24,1007.2,24,1.1,24,NA,0,2.8,24,4.1,NA,18.7,NA,12.6,NA,0.25,"G",NA,0,0,0,0,0,0,1.6,1.7,93.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-22,2019,5,22,142,11.2,24,9.4,24,1013.5,24,7.3,24,NA,0,4.1,24,5.7,NA,16.3,NA,7.3,"*",9.65,"G",NA,0,0,0,0,0,0,1.2,1.3,88.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-23,2019,5,23,143,12.6,23,7.6,23,1016,23,9.8,23,NA,0,4,23,7.2,NA,18.4,NA,5.8,NA,10.41,"G",NA,0,0,0,0,0,0,1,1.5,71.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-24,2019,5,24,144,11.8,24,7.3,24,1011.2,24,5.1,24,NA,0,5,24,10.3,NA,17.3,NA,7.4,NA,0,"G",NA,0,0,0,0,0,0,1,1.4,73.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-25,2019,5,25,145,11.8,24,7.7,24,1012.8,24,6.6,24,NA,0,4.8,24,6.7,NA,16.4,NA,9.4,NA,0,"G",NA,0,0,0,0,0,0,1,1.4,76,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-26,2019,5,26,146,11.7,24,10.2,24,1006.1,24,0,24,NA,0,5,24,6.7,NA,14.6,NA,9.3,NA,0.51,"G",NA,0,0,0,0,0,0,1.2,1.4,90.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-27,2019,5,27,147,12.4,24,8.3,24,1003.3,24,997.2,24,NA,0,6.5,24,9.8,15.3,15.5,NA,10.5,"*",5.33,"G",NA,0,0,0,0,0,0,1.1,1.4,76.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-28,2019,5,28,148,9.9,24,4.2,24,1008.4,24,2.2,24,NA,0,3.5,24,6.2,NA,13.7,NA,5.6,"*",0.51,"G",NA,0,0,0,0,0,0,0.8,1.2,67.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-29,2019,5,29,149,9.1,24,2.3,24,1020.2,24,13.9,24,NA,0,3,24,5.1,9.8,13.7,NA,3.7,NA,0,"G",NA,0,0,0,0,0,0,0.7,1.2,62.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-30,2019,5,30,150,12.2,24,9.9,24,1018.1,24,11.9,24,NA,0,6,24,7.7,NA,14.3,NA,7,NA,0,"G",NA,0,0,0,0,0,0,1.2,1.4,85.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-05-31,2019,5,31,151,14.2,24,12.9,24,1020,24,13.8,24,NA,0,3.3,24,4.6,NA,16.7,NA,11.3,NA,4.83,"G",NA,0,0,0,0,0,0,1.5,1.6,91.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-01,2019,6,1,152,14.3,23,11.5,23,1019,23,12.9,23,NA,0,4.8,23,8.8,NA,17.8,NA,10.5,"*",0,"G",NA,0,0,0,0,0,0,1.4,1.6,83.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-02,2019,6,2,153,15.9,22,11.6,22,1015.7,22,9.6,22,NA,0,2.9,22,4.6,NA,22.1,NA,9.2,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.8,75.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-03,2019,6,3,154,17.7,23,13.6,23,1011.6,23,5.6,23,NA,0,3.1,23,5.7,NA,22.6,NA,12.8,"*",5.33,"G",NA,0,0,0,0,0,0,1.6,2,76.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-04,2019,6,4,155,14,24,10.8,24,1013.7,24,7.6,24,NA,0,2,24,4.1,NA,17.4,NA,8.4,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.6,81.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-05,2019,6,5,156,20.1,23,15.6,23,1008.5,23,2.5,23,NA,0,3.8,23,6.2,NA,25.7,NA,13.5,NA,0.25,"G",NA,0,0,0,0,0,0,1.8,2.3,75.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-06,2019,6,6,157,18.6,24,14.9,24,1008.8,24,2.8,24,NA,0,4.1,24,6.2,NA,25.4,NA,12.7,"*",0,"G",NA,0,0,0,0,0,0,1.7,2.1,79.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-07,2019,6,7,158,14.7,23,9.8,23,1014,23,7.9,23,NA,0,2.8,23,4.6,NA,18.5,NA,10.3,NA,0.25,"G",NA,0,0,0,0,0,0,1.2,1.7,72.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-08,2019,6,8,159,14.5,24,10.6,24,1013.5,24,7.4,24,NA,0,5.9,24,9.8,NA,17.5,NA,11.7,"*",1.27,"G",NA,0,0,0,0,0,0,1.3,1.6,77.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-09,2019,6,9,160,14.5,23,9.3,23,1021.3,23,15.2,23,NA,0,4.4,23,8.2,NA,17.9,NA,11.5,NA,2.79,"G",NA,0,0,0,0,0,0,1.2,1.6,71,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-10,2019,6,10,161,13.8,24,11.4,24,1018.2,24,12.1,24,NA,0,2.8,24,4.6,NA,16.7,NA,10.9,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.6,85.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-11,2019,6,11,162,16.2,24,14.2,24,1012.2,24,6.2,24,NA,0,2.9,24,5.1,NA,19.9,NA,13.3,NA,2.29,"G",NA,0,0,0,0,0,0,1.6,1.8,87.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-12,2019,6,12,163,16.1,24,15.1,24,1010.4,24,4.4,24,NA,0,3.3,24,5.7,NA,18,NA,14.7,NA,8.89,"G",NA,0,0,0,0,0,0,1.7,1.8,93.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-13,2019,6,13,164,17.1,23,12.2,23,1012.3,23,6.3,23,NA,0,3.4,23,7.2,NA,21.5,NA,12.9,NA,8.64,"G",NA,0,0,0,0,0,0,1.4,1.9,72.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-14,2019,6,14,165,17.5,24,13.2,24,1016.8,24,10.7,24,NA,0,3.2,24,5.1,NA,23.4,NA,12.6,NA,4.32,"G",NA,0,0,0,0,0,0,1.5,2,75.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-15,2019,6,15,166,16.1,24,13.9,24,1012.4,24,6.3,24,NA,0,4,24,8.8,NA,18.5,NA,14,NA,6.86,"G",NA,0,0,0,0,0,0,1.6,1.8,86.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-16,2019,6,16,167,16.2,24,12.2,24,1018.4,24,12.3,24,NA,0,3.6,24,5.7,NA,20.3,NA,12.7,NA,19.81,"G",NA,0,0,0,0,0,0,1.4,1.8,77.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-17,2019,6,17,168,17.6,24,12.8,24,1020.9,24,14.8,24,NA,0,2.9,24,5.7,NA,22.3,NA,11.6,NA,0,"G",NA,0,0,0,0,0,0,1.5,2,73.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-18,2019,6,18,169,20.1,24,14.8,24,1015.7,24,9.7,24,NA,0,3.5,24,5.1,NA,25.6,NA,16.1,NA,0,"G",NA,0,0,0,0,0,0,1.7,2.3,71.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-19,2019,6,19,170,18.8,24,15.7,24,1008.9,24,2.9,24,NA,0,2.5,24,5.1,NA,26.3,NA,12.4,NA,0,"G",NA,0,0,0,0,0,0,1.8,2.2,82.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-20,2019,6,20,171,17.1,24,14.6,24,1008.8,24,2.8,24,NA,0,3.5,24,6.7,NA,22.1,NA,13.1,"*",4.83,"G",NA,0,0,0,0,0,0,1.7,1.9,85.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-21,2019,6,21,172,14.5,22,10.1,22,1017,22,10.9,22,NA,0,3.1,22,6.2,NA,19.3,NA,9.7,"*",0,"G",NA,0,0,0,0,0,0,1.2,1.6,74.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-22,2019,6,22,173,13.7,23,8.7,23,1024.5,23,18.3,23,NA,0,1.5,23,3.1,NA,18.9,NA,8,NA,1.27,"G",NA,0,0,0,0,0,0,1.1,1.6,71.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-23,2019,6,23,174,15.2,23,9.6,23,1025.6,23,19.4,23,NA,0,2,23,3.6,NA,20.2,NA,7,NA,0,"G",NA,0,0,0,0,0,0,1.2,1.7,69.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-24,2019,6,24,175,17.6,24,10.3,24,1026,24,19.9,24,NA,0,3.4,24,4.6,NA,22.2,NA,11,NA,0,"G",NA,0,0,0,0,0,0,1.3,2,62.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-25,2019,6,25,176,22.2,24,17.2,24,1021.4,24,15.4,24,NA,0,2.8,24,3.6,NA,27.6,NA,15.8,NA,0,"G",NA,0,0,0,0,0,0,2,2.7,73.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-26,2019,6,26,177,20.7,24,16,24,1019.8,24,13.7,24,NA,0,4.2,24,6.7,NA,27.5,NA,11.2,"*",0,"G",NA,0,0,0,0,0,0,1.8,2.4,74.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-27,2019,6,27,178,15.1,24,10.3,24,1023.7,24,17.5,24,NA,0,4.6,24,6.7,NA,20.1,NA,10.2,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.7,73,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-28,2019,6,28,179,16.3,24,11.7,24,1024.2,24,18.1,24,NA,0,2.5,24,3.6,NA,22.6,NA,10.2,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.8,74.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-29,2019,6,29,180,18,24,12.9,24,1019.4,24,13.3,24,NA,0,3,24,4.6,NA,25.1,NA,10.9,NA,0,"G",NA,0,0,0,0,0,0,1.5,2.1,72.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-06-30,2019,6,30,181,20.6,24,14.2,24,1010.1,24,4.1,24,NA,0,5,24,8.8,NA,29.4,NA,12,NA,0,"G",NA,0,0,0,0,0,0,1.6,2.4,66.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-01,2019,7,1,182,16.3,24,12.4,24,1011.1,24,5.1,24,NA,0,6,24,9.3,NA,21.1,NA,13.5,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.8,77.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-02,2019,7,2,183,13.1,23,6.2,23,1016.9,23,10.7,23,NA,0,6.5,23,8.8,NA,16.8,NA,9.4,"*",0.76,"G",NA,0,0,0,0,0,0,0.9,1.5,62.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-03,2019,7,3,184,12.6,24,6.8,24,1020.9,24,14.7,24,NA,0,4.8,24,8.2,NA,17.1,NA,9.1,NA,0,"G",NA,0,0,0,0,0,0,1,1.5,67.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-04,2019,7,4,185,12.5,24,10.7,24,1017.4,24,11.3,24,NA,0,5.4,24,7.7,NA,15.9,NA,7.3,NA,0.25,"G",NA,0,0,0,0,0,0,1.3,1.4,88.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-05,2019,7,5,186,15.1,24,10,24,1011.8,24,5.7,24,NA,0,4.5,24,5.7,NA,19.9,NA,11.6,NA,4.06,"G",NA,0,0,0,0,0,0,1.2,1.7,71.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-06,2019,7,6,187,13.8,24,10.7,24,1005.2,24,999.2,24,NA,0,5.1,24,8.2,NA,17.5,NA,11.9,NA,2.29,"G",NA,0,0,0,0,0,0,1.3,1.6,81.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-07,2019,7,7,188,13.2,24,8.6,24,1008.5,24,2.4,24,NA,0,5.2,24,7.2,NA,16.8,NA,11,"*",2.79,"G",NA,0,0,0,0,0,0,1.1,1.5,73.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-08,2019,7,8,189,13.4,24,8.6,24,1013.2,24,7.1,24,NA,0,3.9,24,5.1,NA,18.1,NA,9.5,"*",0,"G",NA,0,0,0,0,0,0,1.1,1.5,72.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-09,2019,7,9,190,14.6,24,9.6,24,1015.8,24,9.7,24,NA,0,3.8,24,5.7,NA,20.5,NA,8.2,NA,0,"G",NA,0,0,0,0,0,0,1.2,1.7,72,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-10,2019,7,10,191,15.2,23,8.7,23,1016.9,23,10.7,23,NA,0,3.3,23,5.7,NA,21.8,NA,9.4,NA,0,"G",NA,0,0,0,0,0,0,1.1,1.7,65.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-11,2019,7,11,192,14.8,24,11.8,24,1013,24,6.9,24,NA,0,2,24,4.1,NA,19.2,NA,8.6,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.7,82.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-12,2019,7,12,193,16.8,23,14.2,23,1010.5,23,4.5,23,NA,0,1.5,23,3.1,NA,21.5,NA,13.4,"*",2.79,"G",NA,0,0,0,0,0,0,1.6,1.9,84.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-13,2019,7,13,194,16.5,24,13.2,24,1013.9,24,7.8,24,NA,0,2.5,24,5.7,NA,22.5,NA,11.1,NA,1.52,"G",NA,0,0,0,0,0,0,1.5,1.9,80.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-14,2019,7,14,195,14.3,24,11.4,24,1016.2,24,10.1,24,NA,0,2.9,24,4.1,NA,19.9,NA,12.6,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.6,82.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-15,2019,7,15,196,14.4,24,10.3,24,1013.9,24,7.7,24,NA,0,4.1,24,6.2,NA,18.3,NA,11.3,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.6,76.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-16,2019,7,16,197,16,23,11.7,23,1013.1,23,7.1,23,NA,0,3.2,23,5.1,NA,21.8,NA,12.2,NA,0,"G",NA,0,0,0,0,0,0,1.4,1.8,75.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-17,2019,7,17,198,16.1,24,11.3,24,1014.6,24,8.5,24,NA,0,1.7,24,3.1,NA,23.2,NA,10.1,NA,0,"G",NA,0,0,0,0,0,0,1.3,1.8,73.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-18,2019,7,18,199,17.7,24,11.6,24,1012.3,24,6.3,24,NA,0,2.3,24,4.6,NA,22.8,NA,8.8,NA,0,"G",NA,0,0,0,0,0,0,1.4,2,67.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-19,2019,7,19,200,17.9,24,13.4,24,1012.2,24,6.1,24,NA,0,2.3,24,4.1,NA,22.1,NA,11.9,"*",0,"G",NA,0,0,0,0,0,0,1.5,2,75,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-20,2019,7,20,201,18.3,24,13.4,24,1012.1,24,6.1,24,NA,0,3.1,24,5.7,NA,25.5,NA,9.3,NA,0,"G",NA,0,0,0,0,0,0,1.5,2.1,73.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-21,2019,7,21,202,16.7,24,14.1,24,1015.6,24,9.5,24,NA,0,4.6,24,7.2,NA,19.5,NA,12.2,"*",7.37,"G",NA,0,0,0,0,0,0,1.6,1.9,84.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-22,2019,7,22,203,15.2,24,14,24,1020.4,24,14.3,24,NA,0,3.4,24,5.1,NA,18,NA,11.5,NA,0,"G",NA,0,0,0,0,0,0,1.6,1.7,92.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2019-07-23,2019,7,23,204,20.8,23,16.2,23,1020.2,23,14.2,23,NA,0,3.2,23,6.2,NA,27.7,NA,15.5,NA,3.3,"G",NA,0,0,0,0,0,0,1.8,2.5,75,51
